problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
67,0.00214286,0.014,0.013447,0.009332,0.019098845,0.004804
68,0.00231165,0.014,0.013387,0.010491,0.028711374,0.005606
69,0.00138631,0.017,0.008591,0.004389,0.015430892,0.002597
70,0.00208331,0.009,0.009327,0.005521,0.014536519,0.002702
71,0.00214667,0.051,0.012581,0.006967,0.020903251,0.003853
72,0.00208248,0.037,0.012161,0.006329,0.019368405,0.003997
73,0.00207848,0.039,0.014917,0.011631,0.023334069,0.005235
74,0.00182815,0.007,0.011449,0.008771,0.018507191,0.003545
75,0.00184096,0.13,0.012062,0.009941,0.018564909,0.004447
76,0.00167768,0.005,0.008763,0.004913,0.005832557,0.003147
77,0.00220123,0.016,0.012969,0.006815,0.01888324,0.003601
78,0.00395469,0.034,0.016187,0.006958,0.020503334,0.004173
79,0.00208979,0.162,0.013908,0.01155,0.023064643,0.005226
80,0.00227555,0.02,0.014568,0.00917,0.020856902,0.005494
81,0.00453077,0.006,0.017327,0.006982,0.013226492,0.003828
82,0.00229493,0.105,0.013248,0.006647,0.019650104,0.004225
83,0.00195082,0.02,0.013724,0.00769,0.018410611,0.003786
84,0.00262566,0.027,0.01175,0.005248,0.018993473,0.004094
85,0.00190905,0.044,0.012444,0.006642,0.018867289,0.004537
86,0.00249678,0.017,0.013289,0.008187,0.017587054,0.003771
87,0.0035211,0.025,0.016024,0.010175,0.02007355,0.004299
88,0.0034736,0.019,0.016204,0.011037,0.020311037,0.004213
89,0.00243919,0.039,0.013575,0.008587,0.005630393,0.00586
90,0.00187716,0.12,0.011005,0.007547,0.017940639,0.004444
91,0.00248518,0.083,0.012006,0.010221,0.021614129,0.005342
92,0.00334112,0.026,0.019344,0.007295,0.006704682,0.003668
93,0.00258893,0.089,0.013154,0.007658,0.005863257,0.004295
94,0.00234789,0.011,0.013846,0.00816,0.018034397,0.003518
95,0.00223689,0.01,0.011284,0.005352,0.016448801,0.003787
96,0.00188615,0.04,0.011932,0.006659,0.018672996,0.003703
97,0.00225367,0.029,0.012577,0.007221,0.020074552,0.005162
98,0.00201548,0.019,0.013445,0.005818,0.020008392,0.004038
99,0.00223504,0.083,0.012381,0.009196,0.016700079,0.003827
100,0.00190233,0.08,0.010123,0.006829,0.017205044,0.003972
101,0.00239092,0.1,0.014938,0.010726,0.02183707,0.004811
102,0.00174994,0.078,0.011371,0.012805,0.020657225,0.004933
103,0.00227643,0.049,0.012091,0.008464,0.018959121,0.003552
104,0.00198353,0.066,0.01192,0.00809,0.019623881,0.003711
105,0.00290639,0.018,0.014255,0.005451,0.024120186,0.003887
106,0.00196139,0.021,0.014085,0.020721,0.019859206,0.00572
107,0.00211439,0.084,0.010298,0.007864,0.019952156,0.004553
108,0.00242615,0.037,0.013741,0.009787,0.019079564,0.003712
109,0.00232811,0.033,0.013664,0.006957,0.021810921,0.00492
110,0.00279117,0.024,0.014727,0.007395,0.018709573,0.004444
111,0.0018632,0.015,0.01111,0.008464,0.01054528,0.004606
112,0.00193624,0.012,0.010327,0.007951,0.019933486,0.004902
113,0.00235136,0.02,0.013929,0.009328,0.019789975,0.00532
114,0.00173892,0.056,0.010635,0.006014,0.021380832,0.005504
115,0.00219284,0.127,0.014315,0.017386,0.021511354,0.004881
116,0.00220781,0.039,0.014372,0.006589,0.018468402,0.004096
117,0.00197843,0.061,0.014646,0.012069,0.020805346,0.004646
118,0.002169,0.012,0.015725,0.008429,0.019641,0.003973
119,0.00171668,0.015,0.012284,0.00504,0.018962825,0.002879
120,0.00335815,0.007,0.014961,0.005529,0.020942896,0.003793
121,0.00193609,0.02,0.020962,0.00764,0.019791701,0.003234
122,0.00234674,0.057,0.010997,0.010853,0.017735381,0.004653
123,0.0017762,0.01,0.00985,0.0048,0.016189504,0.002936
124,0.0018423,0.013,0.010848,0.008779,0.017396612,0.003731
125,0.0028212,0.099,0.013128,0.007731,0.005053783,0.004262
126,0.00260151,0.027,0.012441,0.004388,0.005186399,0.003192
127,0.00178034,0.034,0.012604,0.008065,0.0205889,0.00419
128,0.00177559,0.011,0.012007,0.014723,0.020955279,0.004086
129,0.00224293,0.072,0.010872,0.009828,0.0186841,0.004652
130,0.00171592,0.078,0.011139,0.008408,0.017987378,0.003954
131,0.00206031,0.101,0.012639,0.017735,0.020316004,0.004419
132,0.00223772,0.016,0.014184,0.009638,0.020142436,0.004246
133,0.00172012,0.089,0.011393,0.007545,0.024714418,0.004212
134,0.00389482,0.073,0.016899,0.006413,0.019810091,0.004658
135,0.00189067,0.055,0.010483,0.010355,0.01756088,0.004205
136,0.00361127,0.012,0.01592,0.008235,0.019984346,0.004697
137,0.0016897,0.015,0.011711,0.005331,0.018373591,0.003523
138,0.00238036,0.119,0.012942,0.0072,0.022792445,0.004367
139,0.00211616,0.038,0.011124,0.008978,0.017637974,0.003938
140,0.00250602,0.018,0.011944,0.008521,0.018915383,0.00377
141,0.00226824,0.005,0.013661,0.007502,0.020570753,0.003566
142,0.0020097,0.057,0.012306,0.010382,0.034687013,0.005621
143,0.00221225,0.041,0.012093,0.006463,0.017846496,0.00375
144,0.00220048,0.082,0.012881,0.008016,0.020831541,0.004234
145,0.00214758,0.01,0.009754,0.004089,0.016289842,0.002373
146,0.00306825,0.014,0.013551,0.012332,0.017495772,0.00398
147,0.00285343,0.014,0.014241,0.008063,0.020407434,0.00431
148,0.00156367,0.019,0.012069,0.011628,0.005953155,0.006307
149,0.00289271,0.01,0.014669,0.007912,0.018844517,0.004001
150,0.00212521,0.056,0.009944,0.006053,0.014966013,0.00347
151,0.00168814,0.015,0.013207,0.010046,0.018551988,0.003837
152,0.00271809,0.025,0.011723,0.005539,0.015280841,0.003439
153,0.0020319,0.058,0.013628,0.008157,0.02148551,0.004484
154,0.00188282,0.127,0.011376,0.009231,0.024915808,0.004946
155,0.00248353,0.04,0.012035,0.009072,0.004800574,0.003139
156,0.00192263,0.034,0.012574,0.006923,0.004987737,0.004611
157,0.00136236,0.019,0.009046,0.006692,0.005078679,0.005652
158,0.00241573,0.009,0.011563,0.009308,0.015947736,0.003671
159,0.00191473,0.091,0.011041,0.006797,0.015519105,0.003721
160,0.00210566,0.045,0.012116,0.008651,0.015832256,0.00398
161,0.00196056,0.107,0.014064,0.008646,0.016780391,0.004541
162,0.00293581,0.026,0.013878,0.008886,0.005102546,0.003788
163,0.00220932,0.019,0.013899,0.013133,0.019928113,0.003876
164,0.00216803,0.014,0.011206,0.006708,0.014520386,0.002798
165,0.00206193,0.018,0.012304,0.007871,0.017859778,0.004079
166,0.00254807,0.013,0.013177,0.005426,0.020321811,0.004217
167,0.00197947,0.083,0.01132,0.008259,0.017246768,0.004269
168,0.00214598,0.024,0.012809,0.007322,0.023431792,0.003566
169,0.00163879,0.009,0.010728,0.011846,0.016459074,0.003159
170,0.00153465,0.007,0.009163,0.006607,0.01411129,0.003169
171,0.00238053,0.036,0.012182,0.009631,0.019152751,0.005443
172,0.0014043,0.038,0.011353,0.007909,0.0188362,0.005717
173,0.00180658,0.023,0.011453,0.007382,0.021347122,0.006313
174,0.00300703,0.149,0.016383,0.013541,0.030691903,0.006641
175,0.0020473,0.102,0.014138,0.009352,0.025709156,0.005547
176,0.00234699,0.01,0.011517,0.00481,0.018329788,0.003889
177,0.00172486,0.035,0.00896,0.004793,0.019060674,0.003351
178,0.00213014,0.056,0.011178,0.01178,0.018829565,0.004823
179,0.00344314,0.117,0.014937,0.009794,0.01936812,0.004098
180,0.00202796,0.019,0.012505,0.005631,0.018728485,0.003521
181,0.00290605,0.017,0.013143,0.007724,0.004433754,0.004129
182,0.00358233,0.012,0.013204,0.009577,0.01925985,0.004936
183,0.00180695,0.089,0.010092,0.007374,0.018576146,0.004702
184,0.00271325,0.143,0.011761,0.007534,0.019560054,0.005239
185,0.00251618,0.007,0.012181,0.007316,0.018948791,0.003816
186,0.00210639,0.021,0.015048,0.026298,0.023442141,0.006372
187,0.00203228,0.018,0.013604,0.011377,0.023508873,0.005853
188,0.00174169,0.062,0.011833,0.008972,0.017765168,0.003637
189,0.00274475,0.083,0.013277,0.008962,0.019408067,0.004044
190,0.00290534,0.046,0.01604,0.006924,0.022986503,0.005057
191,0.00166695,0.017,0.010444,0.006948,0.005465885,0.005547
192,0.00185496,0.013,0.011864,0.007025,0.022402609,0.004422
193,0.00187804,0.042,0.011699,0.00667,0.019584912,0.003492
194,0.00210705,0.052,0.013059,0.007149,0.022912184,0.004149
195,0.00171745,0.011,0.009343,0.005816,0.018008121,0.003954
196,0.00188463,0.228,0.010444,0.007714,0.017501156,0.00388
197,0.00217818,0.02,0.012694,0.012823,0.022025122,0.00563
198,0.00165492,0.012,0.011255,0.0082,0.006587294,0.003206
199,0.00233136,0.016,0.012739,0.010232,0.021714557,0.003706
200,0.00217907,0.027,0.012188,0.006016,0.015801046,0.003255
201,0.00194013,0.079,0.011569,0.007058,0.019944177,0.004354
202,0.0030165,0.068,0.014466,0.006865,0.020349957,0.003998
203,0.00216134,0.062,0.011951,0.007655,0.017555223,0.004177
204,0.00201295,0.07,0.012497,0.010344,0.017937301,0.003762
205,0.00191679,0.019,0.012316,0.008239,0.017889701,0.003802
206,0.00221087,0.111,0.01319,0.010471,0.022555137,0.004999
207,0.00199302,0.033,0.013214,0.008924,0.027791674,0.006115
208,0.00201238,0.011,0.011377,0.010468,0.021430847,0.003094
209,0.0020356,0.013,0.013623,0.011761,0.023201301,0.005162
210,0.0023226,0.014,0.012146,0.006925,0.018559374,0.003141
