problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Singular,Symbolica
80,0.000300036,0.002,0.027859,0.076108,0.002347204,0.031,0.000848
81,0.000333238,0.002,0.030202,0.082895,0.002792661,0.034,0.000944
82,0.000318192,0.002,0.027145,0.076926,0.002727197,0.032,0.000899
83,0.000345993,0.002,0.031581,0.034861,0.00245022,0.034,0.00096
84,0.000284773,0.001,0.026657,0.071633,0.002271435,0.28300000000000003,0.000798
85,0.000284895,0.002,0.028281,0.053104,0.002457741,0.03,0.000827
86,0.000324779,0.002,0.031187,0.030606,0.002532695,0.033,0.000906
87,0.000289645,0.001,0.02662,0.08279,0.002234586,0.032,0.000828
88,0.000317459,0.002,0.030774,0.087744,0.002402766,0.034,0.000901
89,0.000301437,0.002,0.027698,0.029593,0.002105525,0.03,0.000816
90,0.000306884,0.002,0.028458,0.084697,0.002487648,0.033,0.000849
91,0.00029996,0.001,0.027609,0.029159,0.002052911,0.029,0.000827
92,0.000313215,0.001,0.029197,0.083027,0.002760091,0.032,0.000891
93,0.000310816,0.002,0.029603,0.032039,0.002246095,0.03,0.000885
94,0.000343345,0.002,0.032456,0.032805,0.002382971,0.034,0.000965
95,0.000302303,0.002,0.026507,0.028698,0.00218975,0.027,0.00085
96,0.000318388,0.002,0.0301,0.053782,0.002732674,0.034,0.000901
97,0.000316486,0.002,0.029975,0.081521,0.002691655,0.035,0.000894
98,0.000306311,0.002,0.028504,0.049287,0.002465916,0.03,0.000864
99,0.000287726,0.001,0.02713,0.075277,0.002357049,0.029,0.000799
100,0.000324525,0.002,0.030372,0.070611,0.002725753,0.033,0.000935
101,0.000308326,0.001,0.028517,0.031723,0.00216983,0.032,0.000861
102,0.000349337,0.002,0.031107,0.100069,0.002943126,0.036000000000000004,0.000975
103,0.000265081,0.001,0.024419,0.028203,0.001960666,0.026000000000000002,0.000766
104,0.000328561,0.002,0.030275,0.057354,0.002717566,0.034,0.000934
105,0.000288666,0.002,0.028097,0.081233,0.002375106,0.032,0.000828
106,0.000278311,0.001,0.025399,0.072422,0.002113253,0.028,0.000811
107,0.000271305,0.001,0.025145,0.074005,0.002156284,0.028,0.000763
108,0.000320916,0.002,0.030005,0.093477,0.002568064,0.034,0.000922
109,0.000302945,0.001,0.027156,0.074976,0.002505418,0.367,0.000848
110,0.000289304,0.002,0.024602,0.048333,0.00227865,0.028,0.000803
111,0.000361389,0.002,0.035752,0.098702,0.002839454,0.038,0.001041
112,0.000334947,0.002,0.030412,0.070066,0.002699314,0.034,0.000921
113,0.000303527,0.002,0.027565,0.069131,0.002422837,0.03,0.000832
114,0.000278438,0.002,0.02509,0.069129,0.002230278,0.028,0.000781
115,0.000339706,0.002,0.032017,0.034044,0.002500194,0.035,0.000978
116,0.000312042,0.002,0.029388,0.030152,0.00207057,0.031,0.000904
117,0.000288013,0.002,0.026622,0.04475,0.002346698,0.028,0.000796
118,0.00028851,0.002,0.02713,0.030872,0.002030188,0.027,0.000826
119,0.000312194,0.002,0.028285,0.070307,0.002552521,0.03,0.000873
120,0.00026328,0.001,0.022679,0.028322,0.002061296,0.025,0.000727
121,0.000331754,0.002,0.028837,0.03173,0.002673952,0.034,0.000908
122,0.00032756,0.002,0.031224,0.033516,0.002352257,0.033,0.000911
123,0.000276962,0.002,0.02517,0.075279,0.002164471,0.266,0.000766
124,0.000325712,0.002,0.030253,0.091571,0.002728013,0.034,0.000921
125,0.000290355,0.002,0.027941,0.083222,0.002410392,0.029,0.000821
126,0.000310465,0.002,0.029821,0.082707,0.002635381,0.033,0.000864
127,0.000273287,0.002,0.026223,0.073074,0.002261187,0.165,0.000786
128,0.000320632,0.002,0.030144,0.081681,0.002891261,0.037,0.00091
129,0.000324066,0.002,0.028992,0.053855,0.002886397,0.036000000000000004,0.00092
130,0.000344452,0.002,0.032171,0.034152,0.00232891,0.035,0.00094
131,0.000283424,0.002,0.025314,0.028281,0.001929759,0.028,0.000786
132,0.0003242,0.002,0.029684,0.067059,0.002683109,0.033,0.000922
133,0.000337839,0.002,0.030892,0.092265,0.002758164,0.033,0.000939
134,0.000335265,0.002,0.032537,0.03371,0.002608032,0.033,0.00096
135,0.000341824,0.002,0.031211,0.079986,0.002743257,0.032,0.000957
136,0.000319493,0.002,0.030087,0.05554,0.002581447,0.032,0.000884
137,0.00031537,0.002,0.028832,0.082446,0.002694483,0.036000000000000004,0.000867
138,0.00026334,0.002,0.023577,0.062337,0.002179061,0.027,0.000755
139,0.000339616,0.002,0.029455,0.082329,0.002739309,0.361,0.000943
140,0.000319986,0.001,0.030117,0.030526,0.002686645,0.032,0.000897
141,0.000304076,0.002,0.027698,0.030259,0.002069435,0.03,0.000833
142,0.000312949,0.002,0.028341,0.080199,0.002491478,0.163,0.000868
143,0.000295516,0.002,0.02766,0.078905,0.002410996,0.029,0.000818
144,0.000298544,0.001,0.027067,0.032199,0.002177379,0.029,0.000835
145,0.00032298,0.002,0.029229,0.08572,0.002819976,0.215,0.000956
146,0.000332983,0.002,0.031182,0.073703,0.002763365,0.039,0.000938
147,0.000314788,0.002,0.028886,0.030078,0.002282629,0.041,0.00089
148,0.000310471,0.002,0.03009,0.082384,0.002727507,0.046,0.00089
149,0.000310482,0.002,0.028923,0.083461,0.00240471,0.032,0.000896
150,0.000296523,0.002,0.02777,0.032451,0.002437211,0.321,0.000824
151,0.000285998,0.002,0.025929,0.03042,0.001997384,0.029,0.0008
152,0.0002939,0.002,0.028267,0.082007,0.002264974,0.318,0.000856
153,0.000276894,0.001,0.025358,0.069954,0.002187315,0.029,0.000775
154,0.000304893,0.002,0.029006,0.084083,0.002529791,0.031,0.000866
155,0.000319355,0.002,0.032414,0.079226,0.002833341,0.035,0.000939
156,0.00033295,0.002,0.030743,0.086177,0.002500907,0.358,0.000932
157,0.000308353,0.002,0.026616,0.082569,0.002452898,0.032,0.000864
158,0.000288505,0.001,0.028458,0.08794,0.002418482,0.032,0.000851
159,0.000265349,0.001,0.024559,0.070186,0.00204107,0.027,0.000738
160,0.000289611,0.002,0.027641,0.029703,0.002427165,0.029,0.000833
161,0.000328956,0.002,0.030497,0.059259,0.002655385,0.034,0.000906
162,0.000276394,0.001,0.025269,0.068846,0.002026217,0.302,0.00077
163,0.000385012,0.003,0.03686,0.094267,0.002905223,0.20700000000000002,0.00107
164,0.000290049,0.002,0.024234,0.07934,0.002233758,0.028,0.000793
165,0.000327244,0.002,0.032373,0.073673,0.002697649,0.033,0.00096
166,0.000294028,0.001,0.028343,0.031903,0.002021063,0.03,0.00083
167,0.000295215,0.002,0.027885,0.082686,0.002483803,0.034,0.000866
168,0.000276993,0.002,0.025516,0.079397,0.002200477,0.028,0.000798
169,0.000291699,0.001,0.02816,0.079823,0.002425812,0.032,0.000845
170,0.000289291,0.002,0.028768,0.082516,0.002437833,0.03,0.000837
171,0.000299535,0.002,0.02868,0.080282,0.002386564,0.34400000000000003,0.000857
172,0.000312354,0.001,0.030054,0.078417,0.002526298,0.038,0.000886
173,0.000297673,0.001,0.028173,0.082771,0.002502555,0.294,0.000846
174,0.000292408,0.002,0.027564,0.07341,0.002407373,0.308,0.000822
175,0.000327676,0.002,0.032076,0.089225,0.002492265,0.035,0.000954
176,0.000336557,0.002,0.032501,0.035289,0.002269457,0.037,0.000971
177,0.000278769,0.002,0.027975,0.073397,0.002330602,0.03,0.000812
178,0.000308498,0.002,0.028637,0.076571,0.002582553,0.03,0.000867
179,0.000349851,0.002,0.032388,0.031679,0.002363548,0.034,0.000974
180,0.000316493,0.001,0.031799,0.071857,0.002720833,0.034,0.000944
181,0.000317748,0.002,0.030463,0.083074,0.002712554,0.17500000000000002,0.000926
182,0.000304155,0.002,0.027635,0.077215,0.002444518,0.031,0.000858
183,0.000330215,0.002,0.030183,0.056294,0.002700758,0.033,0.000938
184,0.000338017,0.002,0.031133,0.086155,0.00279034,0.037,0.000969
185,0.000383206,0.002,0.037846,0.095449,0.003184847,0.394,0.001086
186,0.000303447,0.002,0.029096,0.073382,0.002546609,0.032,0.000867
187,0.000304397,0.002,0.028243,0.080996,0.002399745,0.032,0.000847
188,0.000272688,0.002,0.025769,0.05079,0.00233909,0.251,0.000774
189,0.000291424,0.001,0.027242,0.051235,0.002353123,0.029,0.000819
190,0.000286337,0.002,0.026821,0.085601,0.002102949,0.03,0.00082
191,0.000294802,0.001,0.02843,0.083325,0.002387829,0.03,0.000834
192,0.000313302,0.001,0.030388,0.084931,0.002621405,0.032,0.000881
193,0.000295668,0.002,0.028285,0.0277,0.00218952,0.043000000000000003,0.000846
194,0.000324802,0.002,0.030607,0.089371,0.002694489,0.034,0.000931
195,0.00033683,0.002,0.029497,0.078525,0.002731852,0.035,0.000945
196,0.000313262,0.002,0.030641,0.078508,0.002667025,0.035,0.000889
197,0.000331473,0.002,0.029502,0.085567,0.00265944,0.184,0.000924
198,0.00028323,0.002,0.025544,0.066575,0.002243153,0.027,0.000786
199,0.000314056,0.002,0.029071,0.032975,0.002198234,0.032,0.000895
200,0.000310156,0.002,0.030915,0.068463,0.002506345,0.332,0.000883
201,0.000303984,0.002,0.028797,0.078209,0.002409635,0.448,0.000843
202,0.000301947,0.001,0.02787,0.08118,0.002408969,0.294,0.000841
203,0.000295009,0.002,0.027474,0.029784,0.001917272,0.028,0.000821
204,0.000303035,0.002,0.02939,0.082192,0.002486367,0.033,0.000868
205,0.000337528,0.002,0.031392,0.031894,0.002830195,0.311,0.000954
206,0.000289296,0.002,0.02558,0.029713,0.002007937,0.029,0.000797
207,0.000330687,0.002,0.032137,0.086211,0.002610344,0.195,0.000956
208,0.000348011,0.002,0.03036,0.030411,0.002327736,0.033,0.000935
209,0.000315018,0.001,0.029326,0.08886,0.002665345,0.032,0.000914
210,0.00026651,0.001,0.024242,0.07388,0.002160918,0.028,0.000741
