problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
75,0.00335117,0.004,0.020686,0.015333,0.033129536,0.007444
76,0.00345859,0.005,0.025531,0.0316,0.041013733,0.010942
77,0.00047312,0.001,0.019664,0.027159,0.006144064,0.001798
78,0.00326013,0.005,0.021981,0.032715,0.033597335,0.003933
79,0.00339183,0.005,0.022649,0.020898,0.037992636,0.0139
80,0.00247415,0.004,0.017015,0.014717,0.029309042,0.002702
81,0.00260815,0.004,0.016985,0.011854,0.026585219,0.001665
82,0.0030337,0.004,0.023617,0.019979,0.03345877,0.01334
83,0.00266519,0.003,0.016586,0.015979,0.031559631,0.004527
84,0.00340427,0.005,0.023359,0.028007,0.032842824,0.011906
85,0.00310722,0.004,0.025895,0.023817,0.040703662,0.02632
86,0.00399599,0.006,0.025622,0.037321,0.042256836,0.013829
87,0.00507096,0.007,0.028195,0.027767,0.034466456,0.029464
88,0.00313201,0.004,0.022417,0.031209,0.029610297,0.009396
89,0.00320207,0.005,0.022051,0.029492,0.028775154,0.001751
90,0.00283395,0.004,0.021541,0.012642,0.020595378,0.001851
91,0.00295237,0.004,0.020336,0.040275,0.034451619,0.00706
92,0.0028943,0.004,0.023014,0.012609,0.034254125,0.011569
93,0.00263653,0.004,0.020891,0.017436,0.007698359,0.003263
94,0.00328544,0.004,0.02083,0.012912,0.007840504,0.002108
95,0.00374957,0.005,0.024027,0.016051,0.034241403,0.002529
96,0.00257412,0.003,0.018136,0.030339,0.025326206,0.010103
97,0.00278308,0.004,0.020404,0.04847,0.035185737,0.02712
98,0.00330745,0.005,0.021147,0.017194,0.030645654,0.009857
99,0.00465541,0.006,0.026183,0.023053,0.035775774,0.021328
100,0.00346741,0.005,0.026043,0.022577,0.039231202,0.012498
101,0.00300573,0.005,0.023924,0.020413,0.040456628,0.017333
102,0.00274514,0.004,0.02341,0.020047,0.02152667,0.003738
103,0.00281595,0.003,0.018088,0.016203,0.030253403,0.008495
104,0.00254633,0.004,0.018215,0.024363,0.026749612,0.010993
105,0.00254879,0.004,0.019605,0.011746,0.026675803,0.008096
106,0.0028944,0.004,0.021746,0.026672,0.027779948,0.002141
107,0.00306665,0.004,0.021632,0.02136,0.008255457,0.002822
108,0.00275471,0.004,0.024486,0.009567,0.00842492,0.001878
109,0.00360595,0.006,0.025147,0.021748,0.039084888,0.036738
110,0.00263592,0.004,0.019823,0.020812,0.031529299,0.007588
111,0.0023858,0.004,0.016676,0.022076,0.031927794,0.008586
112,0.00289649,0.004,0.021823,0.020219,0.03707095,0.003316
113,0.00306421,0.005,0.024979,0.026975,0.045914314,0.008398
114,0.00268947,0.004,0.019659,0.047205,0.007147527,0.001211
115,0.00341353,0.005,0.029352,0.030544,0.036727741,0.012964
116,0.00372068,0.005,0.026322,0.028985,0.037020391,0.002689
117,0.00367053,0.005,0.024065,0.015772,0.03331129,0.002626
118,0.0031816,0.005,0.028102,0.022817,0.033155926,0.014052
119,0.00312943,0.004,0.024684,0.026397,0.035898726,0.010582
120,0.00276613,0.004,0.021503,0.017103,0.027977058,0.017128
121,0.000806288,0.002,0.019584,0.050052,0.018622677,0.001548
122,0.00365532,0.005,0.025736,0.024756,0.04828283,0.003526
123,0.00336446,0.005,0.021583,0.022086,0.032004562,0.00234
124,0.00311826,0.005,0.024887,0.033873,0.008687472,0.002996
125,0.00443204,0.006,0.027487,0.021169,0.033455262,0.011046
126,0.00329587,0.004,0.022319,0.0151,0.03682803,0.007392
127,0.00381603,0.005,0.025375,0.022603,0.041046464,0.002866
128,0.00280278,0.004,0.019638,0.026428,0.036232,0.011431
129,0.00236908,0.004,0.022241,0.022538,0.028060989,0.004981
130,0.00321659,0.004,0.02339,0.028926,0.035124397,0.010103
131,0.00325404,0.005,0.018665,0.025782,0.038029783,0.009166
132,0.00329771,0.005,0.026088,0.025308,0.036800541,0.01151
133,0.00319518,0.004,0.021593,0.02348,0.032424482,0.013156
134,0.00271643,0.004,0.018248,0.01473,0.031392291,0.00154
135,0.00362673,0.005,0.022038,0.02645,0.035479809,0.021444
136,0.00256812,0.003,0.020101,0.033598,0.006473236,0.000827
137,0.00382878,0.005,0.029239,0.038563,0.009366375,0.002811
138,0.00298407,0.004,0.020893,0.021115,0.02983562,0.002482
139,0.00392774,0.005,0.026444,0.06169,0.034230071,0.023577
140,0.00262,0.004,0.021321,0.019431,0.036734251,0.012787
141,0.00284719,0.004,0.023215,0.02685,0.029887515,0.01162
142,0.00248639,0.004,0.021563,0.031067,0.035272749,0.010521
143,0.00289519,0.004,0.018247,0.013773,0.03068711,0.009713
144,0.00260327,0.003,0.018036,0.015295,0.006556225,0.00196
145,0.00317004,0.004,0.019458,0.022126,0.028014468,0.014299
146,0.00341417,0.005,0.022135,0.027539,0.0354391,0.009758
147,0.00304383,0.005,0.024685,0.045417,0.044265562,0.002094
148,0.00289079,0.004,0.020543,0.020441,0.007534573,0.00225
149,0.00373223,0.005,0.02827,0.026708,0.045340233,0.01102
150,0.00372731,0.005,0.027725,0.035758,0.042543505,0.012914
151,0.00265222,0.004,0.022728,0.02778,0.032191083,0.010015
152,0.00280949,0.004,0.017911,0.026948,0.030171594,0.011421
153,0.00347727,0.005,0.025963,0.020415,0.045914428,0.00876
154,0.00305797,0.004,0.022408,0.030395,0.035029441,0.022363
155,0.00298692,0.004,0.018856,0.01186,0.020773158,0.001232
156,0.00320379,0.005,0.026084,0.03182,0.037668993,0.012719
157,0.002925,0.004,0.022589,0.024496,0.008189688,0.00296
158,0.00281785,0.004,0.017854,0.012946,0.026995597,0.00371
159,0.00227996,0.003,0.01843,0.014816,0.025699777,0.003026
160,0.00312749,0.004,0.022712,0.03497,0.034474235,0.010029
161,0.00294496,0.004,0.018821,0.018535,0.032241053,0.012378
162,0.00234299,0.004,0.019826,0.019115,0.009214284,0.001904
163,0.00290267,0.004,0.023619,0.033723,0.035811222,0.003114
164,0.00279455,0.004,0.019919,0.020779,0.034477189,0.012764
165,0.00343136,0.005,0.023641,0.017929,0.043851297,0.013125
166,0.00331186,0.005,0.025244,0.027376,0.038125235,0.049355
167,0.00390878,0.006,0.029618,0.023271,0.027695594,0.0036
168,0.00364288,0.005,0.025511,0.021859,0.043754996,0.008332
169,0.00284712,0.004,0.021806,0.022477,0.037703216,0.01452
170,0.00331715,0.005,0.024285,0.026366,0.038639881,0.012276
171,0.00281609,0.004,0.021727,0.037305,0.022305546,0.002152
172,0.00278186,0.004,0.020695,0.019255,0.027953651,0.010617
173,0.00370767,0.005,0.022002,0.028964,0.010676156,0.001598
174,0.00353965,0.005,0.023937,0.01273,0.034886276,0.001359
175,0.00240369,0.004,0.019455,0.025638,0.031462598,0.001998
176,0.00271112,0.004,0.020924,0.029244,0.007282648,0.002031
177,0.00285993,0.004,0.019133,0.025354,0.032169132,0.010646
178,0.00290323,0.004,0.020435,0.031147,0.028455339,0.009321
179,0.00266056,0.003,0.020996,0.016576,0.028120842,0.010206
180,0.00272562,0.004,0.018317,0.021546,0.026737175,0.00941
181,0.00305071,0.004,0.023488,0.024187,0.03401698,0.007295
182,0.00444443,0.005,0.02464,0.027217,0.035315994,0.01365
183,0.00269751,0.004,0.020821,0.016128,0.007228276,0.001888
184,0.00228645,0.003,0.013791,0.017512,0.023907638,0.009374
185,0.00305132,0.005,0.022366,0.024286,0.030179582,0.012983
186,0.00276705,0.004,0.018198,0.021213,0.031435344,0.01346
187,0.0028294,0.004,0.020141,0.021353,0.00659505,0.001498
188,0.00432435,0.006,0.030303,0.035896,0.045329181,0.003037
189,0.00275364,0.004,0.022997,0.032745,0.01164597,0.003364
190,0.00351706,0.005,0.023392,0.029815,0.034272425,0.009872
191,0.00298158,0.004,0.022957,0.044156,0.038616145,0.00668
192,0.00354023,0.004,0.026497,0.036337,0.032855736,0.010443
193,0.00346144,0.005,0.023767,0.022839,0.032880599,0.002904
194,0.00336893,0.005,0.024064,0.033417,0.038666552,0.002146
195,0.00270132,0.004,0.018893,0.018171,0.027714422,0.001883
196,0.00305689,0.004,0.022988,0.038983,0.033422141,0.010921
197,0.00223696,0.003,0.018564,0.021044,0.007531281,0.002124
198,0.00270184,0.003,0.024327,0.01884,0.015133417,0.003331
199,0.00383106,0.005,0.026099,0.019551,0.038129551,0.018425
200,0.00299537,0.005,0.026841,0.033233,0.0374766,0.016662
201,0.0040234,0.005,0.028187,0.029746,0.042204323,0.029509
202,0.00397741,0.005,0.023367,0.028677,0.035938115,0.013226
203,0.00276987,0.004,0.021592,0.029306,0.00744004,0.001746
204,0.00313316,0.004,0.021573,0.01835,0.006514139,0.0017
205,0.00361321,0.005,0.024385,0.030324,0.031167232,0.014397
206,0.00436611,0.005,0.026126,0.025423,0.044673958,0.014068
207,0.00335305,0.005,0.023607,0.024369,0.036979548,0.008371
208,0.00249871,0.003,0.023275,0.017122,0.030166049,0.008677
209,0.00373225,0.005,0.027631,0.026505,0.039397034,0.003573
210,0.00274967,0.004,0.023423,0.022051,0.034747018,0.009938
