problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
71,0.00214953,0.003,0.012396,0.006673,0.019388732,0.002798
72,0.00208384,0.003,0.011583,0.006146,0.018170931,0.00246
73,0.0020753,0.003,0.01414,0.011176,0.022725921,0.003495
74,0.00181795,0.003,0.011344,0.008427,0.018585785,0.001108
75,0.00184035,0.003,0.011744,0.009528,0.018529041,0.00323
76,0.00167461,0.002,0.008384,0.004753,0.005746002,0.001305
77,0.00219809,0.003,0.01282,0.006533,0.018388654,0.00275
78,0.00395346,0.005,0.015804,0.006711,0.019902601,0.00289
79,0.00208962,0.003,0.013716,0.010921,0.022426419,0.003179
80,0.00227793,0.003,0.013999,0.00878,0.020529031,0.003099
81,0.00453372,0.006,0.017043,0.006744,0.012517736,0.001503
82,0.00230745,0.003,0.012765,0.006422,0.019634797,0.003177
83,0.0019263,0.003,0.013845,0.007335,0.018035217,0.002818
84,0.00263871,0.004,0.011443,0.00508,0.019108179,0.002086
85,0.00191532,0.003,0.01214,0.006374,0.01850211,0.003087
86,0.00249081,0.003,0.012901,0.007819,0.017596308,0.002557
87,0.00353593,0.004,0.015804,0.009849,0.019907749,0.002968
88,0.00346822,0.005,0.016204,0.010658,0.019897188,0.003315
89,0.00244318,0.004,0.01333,0.008118,0.00576219,0.002207
90,0.00188453,0.003,0.010883,0.007339,0.017424064,0.002985
91,0.00247641,0.004,0.012011,0.009662,0.020801201,0.004257
92,0.00334763,0.004,0.018887,0.007028,0.006564469,0.002322
93,0.00258797,0.004,0.012823,0.007325,0.005635843,0.002195
94,0.0023393,0.004,0.013854,0.007787,0.017743067,0.002529
95,0.0022387,0.003,0.010934,0.005176,0.015937393,0.001386
96,0.00186267,0.003,0.011376,0.006436,0.018184473,0.002716
97,0.0022666,0.003,0.0122,0.006959,0.019600127,0.00319
98,0.00200735,0.003,0.013064,0.005667,0.019634445,0.002567
99,0.00224746,0.003,0.012421,0.00865,0.016627412,0.002791
100,0.00189524,0.003,0.009967,0.006609,0.017254792,0.00289
101,0.00238985,0.004,0.014587,0.010364,0.021641196,0.003741
102,0.00173459,0.003,0.01122,0.012191,0.020561275,0.003251
103,0.00226946,0.003,0.011899,0.007735,0.018661215,0.002709
104,0.00198056,0.003,0.01174,0.007499,0.019383936,0.00291
105,0.00289281,0.005,0.01394,0.005193,0.023422997,0.003054
106,0.0019637,0.003,0.013918,0.019746,0.0195488,0.002989
107,0.00210474,0.003,0.010295,0.007598,0.020144239,0.003186
108,0.00242752,0.003,0.013595,0.009381,0.018519161,0.002854
109,0.00232127,0.003,0.013295,0.006704,0.021637718,0.003256
110,0.00279797,0.003,0.014535,0.007142,0.01802001,0.002911
111,0.00187079,0.003,0.01074,0.008071,0.010406555,0.002699
112,0.0019342,0.003,0.01027,0.007654,0.019693628,0.003273
113,0.00234653,0.004,0.013808,0.008939,0.018955059,0.002257
114,0.00173709,0.002,0.010387,0.005847,0.020861639,0.00365
115,0.00218761,0.003,0.014242,0.016559,0.021283721,0.00355
116,0.00221071,0.004,0.014052,0.006417,0.018103141,0.00289
117,0.0019829,0.003,0.013364,0.011591,0.020179581,0.003345
118,0.0021643,0.003,0.014986,0.008145,0.018593101,0.002686
119,0.00172075,0.003,0.011802,0.004885,0.017142845,0.002314
120,0.00336296,0.005,0.014443,0.005392,0.020035872,0.001127
121,0.0019262,0.003,0.02133,0.007326,0.019643462,0.002581
122,0.00236244,0.003,0.010676,0.010498,0.017700604,0.002967
123,0.00178673,0.002,0.009586,0.004646,0.01571587,0.002365
124,0.0018481,0.003,0.010719,0.008402,0.017590523,0.002937
125,0.00282898,0.004,0.012847,0.007383,0.00511727,0.00137
126,0.002595,0.003,0.012369,0.004252,0.005150429,0.001523
127,0.00176441,0.003,0.012431,0.007827,0.020296941,0.00281
128,0.00177789,0.003,0.01197,0.014118,0.020504852,0.002387
129,0.00222553,0.003,0.010839,0.009283,0.019136098,0.003589
130,0.00172251,0.003,0.011143,0.00801,0.01789562,0.002859
131,0.00206431,0.003,0.012356,0.016844,0.022149707,0.00356
132,0.00223347,0.003,0.014159,0.009324,0.019787179,0.003235
133,0.00171277,0.003,0.011252,0.007367,0.022232013,0.003064
134,0.00389591,0.005,0.016642,0.006217,0.019340961,0.002994
135,0.00190694,0.003,0.010269,0.009916,0.017124622,0.003107
136,0.00360439,0.005,0.015547,0.007947,0.019555652,0.003408
137,0.00169787,0.003,0.011435,0.005163,0.018166279,0.00174
138,0.00238994,0.004,0.012766,0.006974,0.022378402,0.003491
139,0.00212266,0.003,0.010996,0.008593,0.017351579,0.002742
140,0.00250092,0.003,0.011637,0.008103,0.018593304,0.002959
141,0.00227542,0.003,0.013318,0.007189,0.020260259,0.002658
142,0.00200863,0.003,0.011856,0.010256,0.034719858,0.004023
143,0.00222698,0.004,0.012085,0.006228,0.017329247,0.002589
144,0.00220461,0.003,0.012546,0.00776,0.020242296,0.003255
145,0.00214904,0.003,0.009713,0.003988,0.016146299,0.001898
146,0.00305701,0.004,0.013435,0.011808,0.017476703,0.003021
147,0.00284917,0.003,0.014061,0.007814,0.020123402,0.003126
148,0.00157067,0.003,0.011908,0.009825,0.005908899,0.002947
149,0.00291089,0.004,0.014547,0.007607,0.018482405,0.002979
150,0.00212468,0.003,0.009658,0.005792,0.014528597,0.00116
151,0.00167329,0.003,0.013149,0.009596,0.017864165,0.002994
152,0.0027277,0.004,0.01154,0.005321,0.017916367,0.002407
153,0.00203057,0.003,0.013367,0.007841,0.02163923,0.003191
154,0.0018918,0.003,0.011133,0.008792,0.022563921,0.003315
155,0.00247745,0.003,0.011842,0.008614,0.004683522,0.00177
156,0.00193022,0.003,0.0125,0.006595,0.004960645,0.002466
157,0.00136537,0.002,0.009004,0.006294,0.004981817,0.003559
158,0.00242015,0.003,0.011409,0.008916,0.0157122,0.002628
159,0.00191372,0.003,0.010836,0.006472,0.015036558,0.00245
160,0.00210567,0.003,0.012043,0.008355,0.015234821,0.002567
161,0.0019755,0.003,0.013831,0.00832,0.016657989,0.002499
162,0.00294495,0.004,0.013655,0.008615,0.004880424,0.001035
163,0.00215946,0.003,0.013259,0.012168,0.019419175,0.002593
164,0.00212744,0.003,0.010485,0.006816,0.014387335,0.001354
165,0.00204719,0.003,0.012087,0.007434,0.017996229,0.002613
166,0.00255238,0.004,0.012812,0.005301,0.019746744,0.003332
167,0.0019806,0.003,0.011126,0.007921,0.016847177,0.003033
168,0.00214608,0.003,0.012575,0.007054,0.022895666,0.002432
169,0.00162913,0.002,0.010504,0.011124,0.015312582,0.002399
170,0.0015403,0.002,0.008825,0.00634,0.01293914,0.002195
171,0.0023747,0.003,0.011881,0.009413,0.018282939,0.00186
172,0.00141095,0.002,0.011319,0.007568,0.017843434,0.003235
173,0.00179099,0.004,0.011296,0.007007,0.020416573,0.004192
174,0.00301799,0.004,0.015877,0.012917,0.030442089,0.004986
175,0.00203608,0.003,0.013711,0.008955,0.025514124,0.003708
176,0.00234893,0.003,0.011211,0.004662,0.01859288,0.002637
177,0.00173207,0.003,0.008679,0.004646,0.016578095,0.002381
178,0.00212109,0.003,0.01072,0.011204,0.018204099,0.003702
179,0.00345182,0.005,0.014457,0.007247,0.018989581,0.003314
180,0.00203599,0.003,0.012466,0.005397,0.018792546,0.002492
181,0.00289798,0.004,0.013124,0.007454,0.004339608,0.001998
182,0.00355615,0.004,0.012888,0.008998,0.018598329,0.003791
183,0.00181485,0.002,0.009845,0.007094,0.017971775,0.003145
184,0.00271127,0.004,0.011524,0.007319,0.019170212,0.003428
185,0.00254268,0.004,0.012124,0.00702,0.01848922,0.002681
186,0.00210151,0.004,0.014779,0.025123,0.023254303,0.003454
187,0.00202771,0.003,0.013139,0.010868,0.023490509,0.003682
188,0.00174684,0.002,0.011868,0.008575,0.018033623,0.002745
189,0.00275441,0.004,0.012718,0.008645,0.019348215,0.002676
190,0.00290761,0.004,0.016278,0.006702,0.023272019,0.003567
191,0.00166466,0.003,0.010345,0.006653,0.005278985,0.002499
192,0.00186117,0.004,0.011601,0.006807,0.022225467,0.001827
193,0.00188351,0.002,0.011511,0.006446,0.019384569,0.002811
194,0.00210959,0.003,0.012866,0.006911,0.022496223,0.002927
195,0.00171417,0.003,0.008933,0.005506,0.017715296,0.003058
196,0.00187032,0.002,0.010224,0.007425,0.025707676,0.002403
197,0.0021918,0.004,0.012544,0.01202,0.021590058,0.004327
198,0.00166281,0.002,0.010917,0.007906,0.006976885,0.002846
199,0.00234182,0.003,0.012491,0.009986,0.019092514,0.002683
200,0.00218571,0.003,0.011961,0.005763,0.01574494,0.002402
201,0.00193653,0.003,0.011243,0.006355,0.020144175,0.002897
202,0.00301534,0.004,0.014152,0.006661,0.020848218,0.00288
203,0.00214848,0.003,0.01192,0.007345,0.01789832,0.002793
204,0.00200576,0.003,0.012155,0.009933,0.018033312,0.002874
205,0.00191382,0.003,0.012097,0.007871,0.017895928,0.002932
206,0.00221525,0.003,0.013282,0.009988,0.022397608,0.003514
207,0.00198603,0.003,0.012775,0.008659,0.027556022,0.004221
208,0.00200826,0.002,0.011122,0.009928,0.020841643,0.001585
209,0.0020367,0.003,0.013165,0.011106,0.021968312,0.003944
210,0.00232765,0.003,0.012115,0.006488,0.018219606,0.002462
