problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
74,0.00465879,0.006,0.036246,0.133267,0.087795008,0.032513
75,0.0044746,0.006,0.03203,0.058634,0.072140636,0.024692
76,0.00441006,0.006,0.035409,0.130315,0.088963749,0.032506
77,0.00465637,0.006,0.037336,0.138505,0.088179572,0.033178
78,0.00330477,0.004,0.028647,0.118323,0.070143445,0.025904
79,0.00399317,0.005,0.03153,0.119014,0.069719923,0.027421
80,0.00385976,0.005,0.030821,0.117821,0.069755114,0.029165
81,0.00423795,0.006,0.034869,0.124891,0.079128118,0.028925
82,0.00373363,0.005,0.02916,0.052597,0.075764654,0.024365
83,0.004592,0.006,0.033683,0.115445,0.07272212,0.022048
84,0.00425403,0.006,0.032732,0.096756,0.059866837,0.022659
85,0.00417671,0.006,0.034287,0.118562,0.092633024,0.036699
86,0.0040017,0.006,0.032311,0.140238,0.073385133,0.036948
87,0.00447848,0.006,0.030554,0.093692,0.068295581,0.02559
88,0.0045475,0.006,0.032964,0.109259,0.080894375,0.032414
89,0.00478331,0.007,0.040345,0.176598,0.116047655,0.034575
90,0.00425844,0.006,0.035498,0.127641,0.080370175,0.030217
91,0.00406826,0.006,0.034694,0.155828,0.075427677,0.023683
92,0.00416984,0.006,0.031666,0.107548,0.065560229,0.029416
93,0.00378597,0.005,0.033501,0.101877,0.085369765,0.034552
94,0.0042606,0.006,0.040403,0.121385,0.113048274,0.043633
95,0.00370505,0.006,0.030833,0.087711,0.067181137,0.029967
96,0.00457727,0.007,0.037425,0.150991,0.105041888,0.032116
97,0.00422702,0.006,0.034475,0.147038,0.073043571,0.02675
98,0.00392038,0.005,0.03566,0.140801,0.079391493,0.030964
99,0.00489833,0.006,0.034485,0.140173,0.084119751,0.025004
100,0.00343054,0.005,0.024992,0.083013,0.055987763,0.025319
101,0.00427639,0.006,0.035187,0.147371,0.07684777,0.032984
102,0.00306243,0.004,0.024052,0.10121,0.052926249,0.025396
103,0.00341022,0.004,0.026816,0.084893,0.066430018,0.019261
104,0.00447751,0.006,0.03424,0.105859,0.08428958,0.035072
105,0.00328334,0.005,0.026871,0.097861,0.062675551,0.021903
106,0.00411222,0.006,0.028498,0.138877,0.062218593,0.023516
107,0.00436346,0.006,0.034824,0.103455,0.07246503,0.029423
108,0.00375382,0.005,0.033657,0.120592,0.076755369,0.041346
109,0.00423779,0.006,0.03209,0.135343,0.082820079,0.032082
110,0.00446472,0.006,0.034782,0.114909,0.077308281,0.026772
111,0.00345689,0.005,0.030812,0.127178,0.077102904,0.028551
112,0.00369232,0.005,0.030328,0.096524,0.073188274,0.02208
113,0.00330079,0.005,0.027803,0.101912,0.056050272,0.022222
114,0.00374025,0.005,0.033492,0.10813,0.074659974,0.028963
115,0.00455745,0.006,0.0347,0.140776,0.090605602,0.027292
116,0.00364576,0.006,0.030087,0.126251,0.06454044,0.027672
117,0.00406761,0.006,0.037027,0.147707,0.086857374,0.031298
118,0.0040132,0.005,0.031076,0.11452,0.067957399,0.023711
119,0.00334553,0.003,0.029072,0.106456,0.059810915,0.027346
120,0.00438852,0.006,0.035557,0.130582,0.073031691,0.032855
121,0.00386883,0.005,0.029855,0.115535,0.065785613,0.030189
122,0.00388077,0.006,0.032227,0.145883,0.069990715,0.023214
123,0.00454345,0.006,0.036655,0.149347,0.08760857,0.027402
124,0.00428652,0.005,0.031128,0.05475,0.069226202,0.032528
125,0.00425231,0.006,0.036139,0.141574,0.083703149,0.027313
126,0.0043388,0.006,0.03536,0.125541,0.099027423,0.027663
127,0.00397348,0.005,0.03321,0.13858,0.08364608,0.031158
128,0.00366689,0.006,0.034355,0.100901,0.075517733,0.029334
129,0.00374822,0.006,0.031485,0.094192,0.069944973,0.020194
130,0.00446307,0.006,0.032363,0.110056,0.082373455,0.02764
131,0.00429502,0.006,0.030138,0.113145,0.062915373,0.022948
132,0.00327487,0.004,0.030249,0.116067,0.063301426,0.022574
133,0.00431388,0.006,0.035856,0.13508,0.086128268,0.029377
134,0.00406953,0.006,0.03386,0.137855,0.080528456,0.028496
135,0.00413579,0.005,0.030721,0.125285,0.082555643,0.030742
136,0.00453751,0.007,0.038521,0.154518,0.093156088,0.026651
137,0.0033338,0.005,0.027825,0.060866,0.05823162,0.018668
138,0.00409076,0.006,0.031117,0.128547,0.07753724,0.026395
139,0.00364708,0.005,0.030749,0.12184,0.062465225,0.030537
140,0.00383101,0.005,0.031779,0.111237,0.065061108,0.032304
141,0.00348478,0.005,0.028401,0.106423,0.058736475,0.029302
142,0.00394224,0.005,0.029027,0.120348,0.058549718,0.027045
143,0.00335306,0.005,0.029975,0.109615,0.113984272,0.026732
144,0.00475912,0.006,0.036288,0.092712,0.092881948,0.035834
145,0.00355471,0.005,0.030759,0.115598,0.071533388,0.028173
146,0.00384319,0.005,0.029765,0.123304,0.078575576,0.027373
147,0.00412518,0.006,0.034684,0.113558,0.076711012,0.024007
148,0.00461557,0.006,0.039833,0.166708,0.102963665,0.031612
149,0.00421476,0.006,0.034399,0.112706,0.090937138,0.034012
150,0.0039969,0.006,0.034154,0.134109,0.082610578,0.030961
151,0.00360885,0.004,0.03031,0.107324,0.070177109,0.025542
152,0.00367518,0.005,0.027297,0.114969,0.063390349,0.030492
153,0.00457385,0.006,0.037005,0.14105,0.080533865,0.031068
154,0.00390265,0.005,0.030661,0.128439,0.073574905,0.023322
155,0.00380334,0.005,0.03133,0.073035,0.062266398,0.026282
156,0.00368306,0.005,0.031114,0.105635,0.065739516,0.017566
157,0.00382166,0.005,0.030468,0.116415,0.062970245,0.02137
158,0.0042914,0.005,0.034644,0.138843,0.101632592,0.032448
159,0.00380149,0.005,0.03044,0.1069,0.060873962,0.028834
160,0.00364472,0.005,0.028424,0.070903,0.058780812,0.026336
161,0.00415765,0.005,0.031279,0.119512,0.066111623,0.034777
162,0.00510507,0.007,0.038162,0.152336,0.100078566,0.027152
163,0.00353431,0.005,0.030851,0.107472,0.069335622,0.030905
164,0.00410165,0.006,0.031868,0.147305,0.063980106,0.027312
165,0.0047492,0.007,0.03793,0.149612,0.088247818,0.026248
166,0.00393974,0.005,0.030846,0.111644,0.059907376,0.030374
167,0.00346503,0.006,0.030745,0.117582,0.07427601,0.02575
168,0.00385228,0.005,0.034172,0.147706,0.091108626,0.029298
169,0.0036293,0.005,0.03141,0.126304,0.063728172,0.024287
170,0.00410732,0.006,0.03239,0.119902,0.084002051,0.025102
171,0.00385284,0.006,0.035565,0.120819,0.078434746,0.034554
172,0.00460248,0.006,0.031631,0.11018,0.067944169,0.025817
173,0.00361269,0.005,0.031789,0.122945,0.059728932,0.036904
174,0.00385722,0.005,0.029436,0.098803,0.052015423,0.022995
175,0.00407797,0.005,0.031618,0.119531,0.077693819,0.022675
176,0.00444587,0.007,0.038011,0.155516,0.098824931,0.030381
177,0.0040253,0.006,0.032714,0.123275,0.066048726,0.029323
178,0.00536996,0.007,0.041255,0.090447,0.091454117,0.036137
179,0.00432976,0.006,0.039062,0.094629,0.11975067,0.029901
180,0.00432609,0.007,0.034361,0.124181,0.06692237,0.025191
181,0.00380807,0.005,0.035036,0.155284,0.087670601,0.030735
182,0.0049152,0.007,0.039302,0.145372,0.089230333,0.032853
183,0.00378325,0.005,0.030266,0.098651,0.058140673,0.021683
184,0.003325,0.004,0.025803,0.087801,0.064871962,0.028986
185,0.00437047,0.006,0.037205,0.132595,0.076685626,0.028275
186,0.00361317,0.004,0.026764,0.1187,0.077714813,0.030099
187,0.0045164,0.006,0.03728,0.094985,0.096582735,0.033043
188,0.00327117,0.004,0.028085,0.111175,0.062525326,0.021732
189,0.00411511,0.006,0.036154,0.151179,0.120138349,0.034879
190,0.00314223,0.004,0.025136,0.087223,0.050586065,0.021767
191,0.00448488,0.006,0.038275,0.1613,0.10059324,0.037416
192,0.00371217,0.005,0.029005,0.099594,0.06990049,0.025108
193,0.0043045,0.005,0.03391,0.107769,0.071862763,0.031543
194,0.00442034,0.006,0.035073,0.14407,0.111429725,0.044177
195,0.00426762,0.007,0.038301,0.155133,0.083355046,0.030358
196,0.00383013,0.005,0.030051,0.119771,0.058597822,0.026595
197,0.00332953,0.005,0.030846,0.098426,0.069611202,0.028251
198,0.00471189,0.006,0.03689,0.11528,0.101553647,0.029996
199,0.0037679,0.005,0.030378,0.148192,0.081753531,0.021077
200,0.00396503,0.005,0.029331,0.102902,0.068489818,0.022561
201,0.0034226,0.005,0.028064,0.055569,0.060463694,0.027927
202,0.00344278,0.005,0.031129,0.118451,0.068165606,0.028256
203,0.00313245,0.005,0.026681,0.111768,0.063713471,0.03114
204,0.00323979,0.005,0.028851,0.11371,0.053184824,0.023092
205,0.00385121,0.006,0.030859,0.138755,0.064315835,0.023532
206,0.00532503,0.008,0.038258,0.119906,0.10283478,0.036319
207,0.00361277,0.005,0.034773,0.116619,0.077185518,0.031187
208,0.00406615,0.006,0.032696,0.121028,0.061153228,0.030156
209,0.0036006,0.005,0.030567,0.096274,0.062791475,0.025935
210,0.00340702,0.005,0.029652,0.119259,0.060897205,0.021669
