problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
95,0.00363265,0.005,0.030566,0.088002,0.067137033,0.029816
96,0.00437259,0.006,0.037338,0.151286,0.103646693,0.032199
97,0.00414552,0.006,0.034539,0.149214,0.072412478,0.026454
98,0.00379062,0.006,0.035838,0.140575,0.079077673,0.030859
99,0.00484399,0.006,0.034399,0.140271,0.083661319,0.025015
100,0.00333718,0.004,0.024745,0.082847,0.056192791,0.025374
101,0.00414794,0.006,0.035307,0.147377,0.076823647,0.032986
102,0.00296273,0.005,0.024015,0.101254,0.049341286,0.025335
103,0.00332441,0.005,0.026854,0.084657,0.06662796,0.019046
104,0.00441515,0.006,0.034179,0.105963,0.082910802,0.035012
105,0.00319352,0.004,0.026934,0.100559,0.062806432,0.021654
106,0.00408616,0.005,0.028556,0.138576,0.061702865,0.023612
107,0.00430225,0.006,0.035094,0.10357,0.07224598,0.029424
108,0.00362248,0.005,0.033765,0.12022,0.076287093,0.041625
109,0.00412112,0.006,0.032042,0.134952,0.08295022,0.031973
110,0.00436093,0.006,0.034735,0.114786,0.077258744,0.026858
111,0.00334769,0.005,0.031449,0.127364,0.076855278,0.028905
112,0.0035908,0.005,0.030053,0.09623,0.069010063,0.022113
113,0.00318133,0.005,0.027575,0.101806,0.056839318,0.02238
114,0.00364181,0.005,0.033174,0.107485,0.074204785,0.028827
115,0.0044642,0.006,0.034569,0.1407,0.090615307,0.027636
116,0.00354292,0.006,0.029921,0.131108,0.063953025,0.028268
117,0.00392708,0.006,0.036847,0.147542,0.086396855,0.031455
118,0.00391942,0.005,0.031121,0.114493,0.068318735,0.023638
119,0.00330379,0.004,0.029194,0.107016,0.059392597,0.027163
120,0.00431153,0.006,0.035383,0.13032,0.072293291,0.032864
121,0.00381074,0.006,0.029651,0.115326,0.064982317,0.030107
122,0.00383629,0.005,0.032178,0.144097,0.066746495,0.023182
123,0.00444304,0.006,0.036688,0.14986,0.086411166,0.027574
124,0.00420713,0.006,0.031284,0.054515,0.068745939,0.032856
125,0.00412398,0.006,0.0363,0.1422,0.08313847,0.027555
126,0.00424603,0.006,0.035352,0.125446,0.098691185,0.027928
127,0.00385548,0.006,0.032956,0.138591,0.082463448,0.03127
128,0.00353863,0.005,0.034521,0.101233,0.075218115,0.029562
129,0.0036111,0.005,0.031354,0.094459,0.069791215,0.020119
130,0.00438898,0.006,0.032586,0.110383,0.081469375,0.027916
131,0.00425408,0.005,0.029824,0.112799,0.059916391,0.022854
132,0.00316256,0.005,0.029992,0.116087,0.064423779,0.02263
133,0.00421724,0.006,0.035399,0.134949,0.085354076,0.02934
134,0.00400116,0.006,0.033987,0.140371,0.080437185,0.028357
135,0.00404506,0.005,0.03075,0.125186,0.082820693,0.030738
136,0.00438501,0.007,0.038519,0.154323,0.091390827,0.026556
137,0.00324904,0.005,0.027609,0.061043,0.057654429,0.018718
138,0.00396109,0.005,0.031261,0.126636,0.076821861,0.026116
139,0.00351891,0.005,0.030722,0.122097,0.062304542,0.030632
140,0.00369779,0.005,0.031635,0.117003,0.064920464,0.032484
141,0.00340668,0.005,0.028509,0.10617,0.058362616,0.029183
142,0.00386867,0.005,0.028748,0.120437,0.058624137,0.0273
143,0.00326189,0.005,0.029937,0.109569,0.1141871,0.026837
144,0.00471556,0.007,0.036273,0.092522,0.091456738,0.035801
145,0.00342656,0.005,0.030828,0.11589,0.07092333,0.028397
146,0.00372694,0.005,0.029828,0.123278,0.078661907,0.0276
147,0.004045,0.006,0.034782,0.113477,0.076800452,0.024089
148,0.00442136,0.008,0.040015,0.166356,0.10243428,0.031358
149,0.00413135,0.006,0.034427,0.112773,0.090376222,0.034104
150,0.00386089,0.006,0.034029,0.13402,0.080271391,0.031099
151,0.00352304,0.005,0.03022,0.107307,0.068167497,0.025453
152,0.00356689,0.005,0.027571,0.114775,0.062856674,0.030698
153,0.00445899,0.007,0.037081,0.140792,0.080762985,0.031033
154,0.00383327,0.005,0.030783,0.128394,0.073437556,0.023722
155,0.00372099,0.005,0.030955,0.073002,0.062564588,0.026215
156,0.0035934,0.005,0.030989,0.105253,0.064773317,0.01761
157,0.00373838,0.005,0.030523,0.115687,0.062311232,0.021524
158,0.00418938,0.006,0.034138,0.138969,0.101300639,0.032636
159,0.00366356,0.005,0.030327,0.107226,0.060147039,0.029025
160,0.00358958,0.005,0.028013,0.070951,0.058685347,0.026415
161,0.00402512,0.006,0.031145,0.120038,0.06586435,0.035136
162,0.00503109,0.006,0.038125,0.152218,0.099275442,0.027069
163,0.00337594,0.005,0.030599,0.107413,0.06954384,0.031049
164,0.00406691,0.006,0.031564,0.146938,0.062831126,0.024893
165,0.00463056,0.007,0.038086,0.149759,0.086464793,0.026689
166,0.00381238,0.005,0.030999,0.111851,0.059473391,0.030145
167,0.003362,0.005,0.030533,0.117493,0.073661233,0.025724
168,0.00372498,0.005,0.034241,0.147769,0.090144838,0.029703
169,0.00352965,0.005,0.030942,0.126212,0.061245539,0.024382
170,0.00405845,0.006,0.032164,0.120571,0.08226426,0.025371
171,0.00374212,0.006,0.035451,0.120536,0.077360484,0.034376
172,0.00452914,0.006,0.031859,0.11013,0.067232809,0.025821
173,0.00354134,0.005,0.031855,0.122609,0.05869759,0.036864
174,0.00377424,0.005,0.0295,0.098804,0.051244218,0.023058
175,0.00396949,0.005,0.031638,0.119234,0.076752818,0.023102
176,0.00426277,0.007,0.037833,0.155599,0.09735081,0.030527
177,0.00392705,0.006,0.032733,0.123729,0.064682475,0.02931
178,0.00528507,0.007,0.041218,0.090458,0.090272339,0.036105
179,0.00417357,0.006,0.038977,0.094825,0.119712696,0.030151
180,0.00420505,0.007,0.034128,0.124455,0.067672722,0.025348
181,0.00362798,0.005,0.034739,0.155299,0.08720618,0.030713
182,0.0048341,0.007,0.038949,0.145264,0.087685147,0.032759
183,0.00369431,0.006,0.029945,0.098411,0.057653844,0.021608
184,0.0032455,0.004,0.025778,0.087567,0.064051302,0.028881
185,0.00426761,0.006,0.037091,0.132395,0.075392556,0.02823
186,0.00356118,0.004,0.026995,0.118625,0.077321276,0.03021
187,0.00436898,0.006,0.037213,0.094894,0.096028848,0.032959
188,0.003158,0.004,0.028256,0.110943,0.062935641,0.021818
189,0.00393849,0.006,0.036041,0.151268,0.118161118,0.035244
190,0.0030677,0.004,0.025077,0.087489,0.050689933,0.021959
191,0.00439746,0.006,0.038254,0.161232,0.099594351,0.037611
192,0.00366155,0.005,0.029209,0.099568,0.068620663,0.025724
193,0.00415723,0.005,0.033858,0.111189,0.070830162,0.031655
194,0.00431619,0.006,0.03502,0.143984,0.110657462,0.043908
195,0.00414991,0.007,0.038037,0.155018,0.082835657,0.03087
196,0.00374875,0.005,0.02993,0.119428,0.057986429,0.02667
197,0.00322157,0.005,0.031058,0.098379,0.06782257,0.028399
198,0.00458901,0.006,0.036539,0.114829,0.098391262,0.030188
199,0.00362363,0.005,0.030369,0.148087,0.082127407,0.020956
200,0.00386015,0.007,0.029284,0.104545,0.067080193,0.022587
201,0.00332201,0.005,0.027999,0.055378,0.059950584,0.028074
202,0.00332661,0.005,0.031163,0.118087,0.067432236,0.028411
203,0.00305463,0.005,0.026688,0.111939,0.062917698,0.031253
204,0.00313602,0.005,0.028655,0.111498,0.052566989,0.023055
205,0.00378089,0.006,0.031281,0.13854,0.06414978,0.023549
206,0.00524558,0.007,0.038258,0.11976,0.101445133,0.036482
207,0.00347728,0.005,0.03486,0.117012,0.077838764,0.031236
208,0.00399471,0.006,0.032652,0.120849,0.060527683,0.030238
209,0.00352919,0.005,0.030727,0.0962,0.062696492,0.025858
210,0.00329571,0.005,0.029281,0.11903,0.061026127,0.021744
