problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
73,0.00283106,0.004,0.021989,0.02483,0.037862146,0.007904
74,0.00290008,0.005,0.025031,0.017301,0.008748491,0.006003
75,0.00315875,0.005,0.020828,0.014908,0.032472399,0.007438
76,0.00318752,0.005,0.025795,0.030339,0.03992998,0.008211
77,0.000461057,0.002,0.01985,0.027121,0.005879778,0.002091
78,0.00307739,0.004,0.021888,0.035802,0.032591732,0.007191
79,0.00319705,0.005,0.022525,0.020502,0.03770873,0.007191
80,0.0023223,0.003,0.016782,0.014358,0.028491319,0.004887
81,0.00249952,0.004,0.016745,0.011736,0.026383765,0.003064
82,0.00284143,0.004,0.023434,0.019566,0.033393862,0.006371
83,0.00251256,0.004,0.016782,0.015644,0.030595644,0.005685
84,0.00318678,0.004,0.023431,0.027163,0.032887166,0.00649
85,0.00289371,0.005,0.026008,0.023709,0.037382206,0.009028
86,0.00376103,0.006,0.025412,0.036261,0.044027229,0.0079
87,0.00489786,0.007,0.028238,0.026385,0.033221208,0.007361
88,0.00292309,0.004,0.022483,0.028441,0.029105866,0.007683
89,0.00303594,0.005,0.021891,0.029212,0.028101462,0.002228
90,0.00266563,0.004,0.021541,0.012648,0.019702261,0.002651
91,0.00275559,0.004,0.019896,0.03542,0.03357291,0.006916
92,0.00269469,0.004,0.022904,0.012454,0.033486505,0.006208
93,0.00244227,0.004,0.02074,0.01663,0.007565179,0.002493
94,0.00312316,0.004,0.020729,0.012588,0.007412401,0.00274
95,0.00358979,0.005,0.023674,0.015849,0.033372194,0.003312
96,0.00242842,0.004,0.018087,0.030186,0.024572135,0.006166
97,0.00261318,0.004,0.020547,0.048163,0.034199058,0.007969
98,0.00314701,0.004,0.021145,0.016766,0.029479937,0.006213
99,0.00444669,0.006,0.026207,0.0226,0.033125606,0.007749
100,0.00324078,0.006,0.026234,0.021959,0.041320759,0.008669
101,0.00282294,0.004,0.02369,0.019944,0.039886675,0.005312
102,0.00255488,0.004,0.02416,0.019537,0.021087741,0.008007
103,0.00265113,0.004,0.018015,0.015847,0.029607103,0.005332
104,0.00237998,0.003,0.018307,0.023782,0.025869178,0.005527
105,0.00237366,0.003,0.019723,0.011662,0.025966206,0.004236
106,0.0026962,0.004,0.021654,0.026399,0.027242866,0.004879
107,0.00287309,0.004,0.021448,0.021083,0.008030897,0.003029
108,0.00255794,0.004,0.024363,0.009383,0.008112074,0.002756
109,0.00336508,0.005,0.025022,0.020955,0.037893051,0.007514
110,0.00244149,0.004,0.01941,0.020335,0.030412068,0.005962
111,0.00222028,0.004,0.016841,0.021759,0.031221096,0.006461
112,0.00265719,0.004,0.021954,0.019853,0.036468035,0.004365
113,0.00279388,0.005,0.025123,0.026126,0.041789573,0.00878
114,0.00243317,0.003,0.019622,0.048886,0.006914061,0.00139
115,0.00316224,0.005,0.024921,0.030398,0.038067862,0.007053
116,0.0035044,0.005,0.026026,0.028427,0.036604608,0.004435
117,0.00344029,0.005,0.023724,0.01576,0.032243125,0.004711
118,0.00297808,0.005,0.033295,0.022229,0.032583376,0.005556
119,0.00292196,0.005,0.025169,0.025762,0.035144883,0.007061
120,0.00255709,0.004,0.021703,0.016754,0.027059691,0.006734
121,0.000795107,0.002,0.019423,0.048488,0.018142585,0.002884
122,0.00340968,0.005,0.025528,0.024317,0.047880981,0.010008
123,0.00314387,0.004,0.021438,0.021569,0.030651804,0.002532
124,0.00287362,0.004,0.024908,0.033197,0.008247998,0.005722
125,0.00417742,0.006,0.02748,0.02089,0.032697677,0.006269
126,0.00307658,0.004,0.02239,0.014636,0.036007484,0.008356
127,0.00365214,0.005,0.025216,0.022107,0.039985113,0.00567
128,0.00260865,0.005,0.019454,0.025842,0.037933743,0.007845
129,0.00219795,0.004,0.022142,0.022392,0.027242313,0.005272
130,0.00296977,0.004,0.023307,0.028259,0.034747847,0.0072
131,0.00304431,0.005,0.018569,0.025112,0.037245949,0.007929
132,0.00305461,0.005,0.025867,0.024128,0.035805439,0.006836
133,0.00295303,0.004,0.021592,0.023042,0.032134548,0.006887
134,0.00252815,0.003,0.017813,0.014707,0.030333234,0.001571
135,0.00345969,0.005,0.021744,0.026059,0.034947454,0.008151
136,0.0024406,0.003,0.020099,0.023136,0.00611268,0.000884
137,0.00362986,0.005,0.029434,0.037978,0.009189156,0.003168
138,0.00279961,0.004,0.020732,0.020665,0.029032567,0.002956
139,0.00369725,0.005,0.026599,0.067203,0.033597903,0.007971
140,0.0024246,0.004,0.021249,0.019143,0.033023761,0.007271
141,0.00265373,0.004,0.023523,0.026162,0.029618265,0.00672
142,0.00234662,0.004,0.021633,0.030883,0.037023225,0.005994
143,0.002756,0.004,0.018234,0.01355,0.03032088,0.006497
144,0.00245235,0.004,0.018219,0.015033,0.006444803,0.002226
145,0.00302111,0.004,0.019481,0.029862,0.027480529,0.005519
146,0.00322798,0.005,0.022354,0.0273,0.033336872,0.006713
147,0.00286161,0.005,0.025019,0.040962,0.043716528,0.002313
148,0.00273324,0.004,0.020307,0.019157,0.007349033,0.002817
149,0.00349699,0.005,0.028199,0.026229,0.045027729,0.010499
150,0.00348997,0.005,0.027796,0.035002,0.041462705,0.009265
151,0.00249419,0.004,0.022715,0.027376,0.03169258,0.006668
152,0.00265749,0.004,0.017877,0.031801,0.029380097,0.006105
153,0.00327499,0.005,0.026204,0.020204,0.04390198,0.012669
154,0.00287678,0.004,0.02224,0.029628,0.031101201,0.007332
155,0.00283114,0.005,0.019118,0.011804,0.019188656,0.001561
156,0.00297355,0.005,0.026158,0.029771,0.03926424,0.007447
157,0.00273267,0.004,0.022493,0.024294,0.007910578,0.005391
158,0.00270172,0.004,0.018063,0.012658,0.025807441,0.003242
159,0.00211251,0.003,0.018556,0.014583,0.0250204,0.005234
160,0.00296349,0.005,0.022727,0.033745,0.033585433,0.005582
161,0.00278872,0.004,0.018925,0.018099,0.031732373,0.005238
162,0.00217821,0.004,0.019933,0.018574,0.008894101,0.002041
163,0.0027142,0.004,0.023696,0.033528,0.034653534,0.003295
164,0.00262078,0.004,0.019875,0.020209,0.033894413,0.00748
165,0.00324792,0.005,0.023713,0.017331,0.042501365,0.007906
166,0.0030727,0.005,0.025325,0.026853,0.036954129,0.007432
167,0.00366453,0.006,0.029749,0.023008,0.023395662,0.003738
168,0.00341209,0.005,0.026064,0.021292,0.041204616,0.006401
169,0.0026732,0.004,0.022093,0.022039,0.036832707,0.006282
170,0.00314198,0.004,0.024336,0.025983,0.040487516,0.007869
171,0.00263854,0.004,0.021536,0.037031,0.021619189,0.002707
172,0.00263215,0.004,0.020726,0.018912,0.027876918,0.005619
173,0.00351898,0.005,0.021815,0.028362,0.010684862,0.002657
174,0.00336325,0.005,0.023686,0.012715,0.034897944,0.001488
175,0.00226944,0.004,0.019578,0.024924,0.031696666,0.006291
176,0.0025207,0.003,0.020806,0.028784,0.007309899,0.002653
177,0.00269347,0.004,0.019202,0.023803,0.032231679,0.006261
178,0.00275529,0.004,0.020259,0.030888,0.027825195,0.005477
179,0.00248064,0.003,0.020906,0.016654,0.02801139,0.005615
180,0.00259253,0.004,0.01815,0.019514,0.02589669,0.007363
181,0.0028874,0.004,0.023532,0.024179,0.034099571,0.006546
182,0.00426548,0.005,0.024964,0.026825,0.035593846,0.007308
183,0.00252366,0.003,0.020922,0.01651,0.007422466,0.00202
184,0.00216417,0.003,0.013826,0.019866,0.02387951,0.005199
185,0.00289198,0.005,0.022488,0.023788,0.032354271,0.005577
186,0.00261469,0.004,0.018377,0.022218,0.031094825,0.006552
187,0.00269333,0.004,0.020333,0.020726,0.006413664,0.002404
188,0.00409931,0.006,0.030506,0.035174,0.044880706,0.005089
189,0.00256747,0.004,0.023187,0.032241,0.011272925,0.005615
190,0.003343,0.005,0.02328,0.02919,0.033019346,0.007374
191,0.002712,0.005,0.022921,0.042945,0.037305749,0.006347
192,0.00331149,0.005,0.026283,0.036107,0.031867281,0.006743
193,0.00321574,0.005,0.023747,0.02222,0.032109531,0.005178
194,0.00309222,0.005,0.024278,0.025034,0.038215334,0.002214
195,0.00256043,0.004,0.019073,0.017757,0.027114941,0.002136
196,0.00288068,0.004,0.023136,0.033322,0.030435434,0.005848
197,0.00208126,0.003,0.01861,0.020486,0.007164139,0.003249
198,0.00253664,0.004,0.024172,0.018214,0.014613511,0.003337
199,0.0036651,0.005,0.026037,0.019106,0.037591693,0.006602
200,0.00278855,0.004,0.02678,0.031934,0.036403307,0.008547
201,0.00380892,0.006,0.028188,0.02889,0.041188486,0.009418
202,0.00376303,0.005,0.02329,0.028043,0.034796397,0.006806
203,0.00261501,0.004,0.021546,0.027913,0.007121348,0.002404
204,0.00298412,0.004,0.021506,0.019222,0.006342928,0.002419
205,0.00345117,0.005,0.024352,0.030105,0.030731638,0.005901
206,0.00413344,0.006,0.026078,0.025167,0.044210963,0.010581
207,0.00315084,0.004,0.023756,0.025143,0.036147664,0.007741
208,0.00232705,0.004,0.023181,0.016565,0.029224725,0.005612
209,0.00351565,0.005,0.027689,0.027787,0.038418075,0.006697
210,0.00257255,0.004,0.023324,0.021201,0.031549011,0.006478
