problem_number,FLINT,FORM,Mathematica,reFORM,Rings,Symbolica
64,0.00241809,6.885,0.018849,0.026438,0.028669051,0.008292
65,0.00271031,2.21,0.021004,0.011052,0.032504821,0.009613
66,0.00315093,0.194,0.028122,0.014811,0.033707281,0.00896
67,0.00274019,2.696,0.023154,0.024371,0.030123032,0.006423
68,0.00220352,4.271,0.018022,0.027069,0.02878637,0.008168
69,0.00309831,33.384,0.025386,0.020862,0.036089837,0.009936
70,0.00257818,7.335,0.017627,0.020011,0.028441632,0.007207
71,0.00217709,6.381,0.015918,0.009086,0.023750904,0.007041
72,0.00348474,5.204,0.025629,0.022714,0.020282379,0.006094
73,0.00278548,6.118,0.022193,0.025162,0.037572107,0.009919
74,0.00287837,2.124,0.025136,0.017348,0.008902655,0.00738
75,0.00314353,0.028,0.021065,0.015131,0.032598181,0.00907
76,0.00315228,2.779,0.025725,0.030512,0.040595186,0.010507
77,0.000459092,1.052,0.019978,0.027461,0.005765906,0.00244
78,0.00303836,1.229,0.022254,0.033035,0.033145807,0.009084
79,0.00315564,3.678,0.022892,0.020895,0.037826701,0.009154
80,0.00230758,0.031,0.016919,0.014554,0.029125616,0.005824
81,0.00249582,8.733,0.017173,0.011891,0.026385465,0.003795
82,0.00281707,0.401,0.024018,0.019751,0.033208807,0.00799
83,0.00248452,3.161,0.017187,0.015863,0.031569442,0.006874
84,0.00316007,8.307,0.023531,0.027445,0.033014676,0.008238
85,0.00287739,3.927,0.026137,0.023395,0.037697468,0.011036
86,0.0037112,6.949,0.025726,0.036983,0.044231612,0.010112
87,0.00486491,22.835,0.028476,0.02717,0.03334131,0.008925
88,0.00290271,6.861,0.02256,0.028802,0.029000788,0.009975
89,0.00299711,0.011,0.021989,0.029407,0.028282077,0.002812
90,0.00265877,0.092,0.021694,0.012754,0.020047037,0.002878
91,0.00272403,0.556,0.020442,0.035882,0.034337449,0.008837
92,0.00265437,4.198,0.02312,0.012629,0.033677314,0.007909
93,0.00243456,0.098,0.020719,0.01687,0.007523549,0.005252
94,0.0030609,6.191,0.020903,0.012668,0.007595757,0.003016
95,0.00357408,1.082,0.024054,0.016071,0.033867232,0.004128
96,0.00242088,14.396,0.018364,0.030533,0.024975062,0.007407
97,0.00259838,7.491,0.020733,0.048955,0.035345666,0.010107
98,0.00311413,0.031,0.021347,0.016903,0.030067272,0.00785
99,0.00442192,7.293,0.026392,0.023886,0.033983516,0.00976
100,0.00323134,0.013,0.026283,0.022263,0.04122275,0.011217
101,0.00280849,3.233,0.024004,0.020237,0.03930055,0.006487
102,0.00254825,8.914,0.023612,0.019822,0.021131253,0.009486
103,0.00264358,1.977,0.018387,0.016069,0.030027711,0.006816
104,0.00234149,4.982,0.018463,0.024208,0.026374364,0.006842
105,0.00238055,4.607,0.019939,0.011735,0.026140893,0.005139
106,0.00271421,5.727,0.022248,0.026796,0.027518083,0.005945
107,0.0028848,3.193,0.021479,0.021299,0.008194054,0.003147
108,0.00257171,75.297,0.024704,0.009469,0.008400811,0.003039
109,0.00335051,2.428,0.025283,0.021267,0.037521107,0.009375
110,0.00244383,2.359,0.020132,0.020498,0.031294146,0.007451
111,0.00220988,15.116,0.017113,0.022005,0.032068998,0.00805
112,0.00264419,2.033,0.021992,0.020219,0.036526448,0.005265
113,0.00279221,0.074,0.025521,0.026551,0.042020695,0.010992
114,0.00245005,0.007,0.019934,0.026564,0.006944094,0.001476
115,0.00317252,0.051,0.025153,0.030569,0.03846603,0.008848
116,0.00353427,0.005,0.026367,0.028703,0.036448083,0.005377
117,0.00343589,1.283,0.023747,0.015943,0.032844641,0.005644
118,0.00297992,3.547,0.028294,0.022523,0.032713228,0.006919
119,0.00292052,12.342,0.024767,0.026021,0.035839608,0.008669
120,0.00254975,9.415,0.021764,0.016976,0.027505559,0.008081
121,0.000801819,0.604,0.019809,0.048963,0.01842015,0.004099
122,0.00340054,11.795,0.029971,0.024636,0.048288451,0.012231
123,0.003135,4.11,0.022016,0.021813,0.031144282,0.002642
124,0.00286679,2.628,0.025513,0.033805,0.008516833,0.006985
125,0.00418992,0.084,0.027914,0.021186,0.033590398,0.007734
126,0.00307843,1.972,0.022532,0.01474,0.036324977,0.010352
127,0.0035895,2.612,0.025571,0.022423,0.039959674,0.006834
128,0.00262195,9.487,0.019547,0.026292,0.037531897,0.009468
129,0.00220484,25.243,0.02267,0.022925,0.027289748,0.004313
130,0.00296912,7.753,0.023544,0.028673,0.03466451,0.008928
131,0.00304306,5.572,0.018765,0.025673,0.037858777,0.009924
132,0.00305614,0.628,0.026339,0.029409,0.035968623,0.008522
133,0.00295933,0.044,0.021487,0.023328,0.032142413,0.008605
134,0.00252764,0.006,0.018029,0.014908,0.030791607,0.00165
135,0.00345743,0.034,0.022186,0.026573,0.035081297,0.010266
136,0.00243301,0.661,0.020375,0.033519,0.006197731,0.000953
137,0.0036327,12.42,0.029524,0.038482,0.009315546,0.003294
138,0.00280812,5.404,0.02103,0.020964,0.029536505,0.003142
139,0.00370379,27.212,0.026725,0.067922,0.033959305,0.009384
140,0.00241459,20.528,0.021575,0.019514,0.03398454,0.009007
141,0.00265479,2.521,0.023315,0.026589,0.030033993,0.00827
142,0.00234891,0.046,0.021602,0.031411,0.036532362,0.007347
143,0.00275888,2.349,0.018309,0.013777,0.030395752,0.008347
144,0.00245456,0.008,0.018267,0.01528,0.006478821,0.002492
145,0.00302088,6.899,0.019724,0.022073,0.027993042,0.006854
146,0.00323527,7.889,0.02258,0.027902,0.033653455,0.008332
147,0.00286816,0.165,0.0251,0.041907,0.043628954,0.002477
148,0.00273205,0.01,0.020623,0.018922,0.007506306,0.002892
149,0.00349231,13.888,0.028563,0.026787,0.044843023,0.012679
150,0.00348657,1.623,0.027866,0.035562,0.041683707,0.011424
151,0.00249236,13.178,0.02311,0.029528,0.031371528,0.008255
152,0.00264978,0.076,0.01818,0.026651,0.029574457,0.007603
153,0.00327198,3.381,0.026468,0.020358,0.045542479,0.015442
154,0.00287667,6.78,0.022726,0.046221,0.032490747,0.00883
155,0.00283814,1.887,0.019335,0.011801,0.020322656,0.001822
156,0.00298784,3.081,0.026431,0.030569,0.039695071,0.009148
157,0.00272203,0.021,0.023048,0.024499,0.007806924,0.006404
158,0.00270567,0.008,0.018066,0.012804,0.026652782,0.0038
159,0.00211122,7.704,0.018814,0.014842,0.025424326,0.006083
160,0.00296017,14.793,0.022962,0.03414,0.033889573,0.006841
161,0.00277662,7.694,0.01904,0.018394,0.031824071,0.006566
162,0.00218102,2.024,0.020136,0.018745,0.009157374,0.002165
163,0.00269541,0.04,0.024164,0.051614,0.035754337,0.003547
164,0.00263101,0.439,0.020184,0.020341,0.034394751,0.009411
165,0.00324542,14.233,0.023953,0.017709,0.042964807,0.010247
166,0.00307423,0.074,0.025728,0.027515,0.037853489,0.009187
167,0.00366654,8.791,0.0299,0.023594,0.025247409,0.003949
168,0.00340883,4.194,0.025743,0.021651,0.043865072,0.008082
169,0.0026745,0.005,0.022009,0.022207,0.040539069,0.007897
170,0.00313273,17.058,0.024502,0.02641,0.037810832,0.009931
171,0.00264097,5.238,0.02183,0.037934,0.021866828,0.003163
172,0.00264052,0.066,0.021005,0.019028,0.027855584,0.006945
173,0.00353442,0.156,0.021879,0.028835,0.010629655,0.002963
174,0.00336286,4.388,0.02392,0.01285,0.034886201,0.001595
175,0.00226832,6.596,0.019691,0.025469,0.031590143,0.007402
176,0.0025172,6.587,0.021153,0.029411,0.006992546,0.002896
177,0.00269448,5.934,0.019657,0.026177,0.031317324,0.007925
178,0.00273954,2.817,0.020864,0.040762,0.028676209,0.006831
179,0.00247182,0.026,0.021431,0.016632,0.028104789,0.007036
180,0.00259712,3.87,0.018497,0.019722,0.025541967,0.009555
181,0.00288791,16.032,0.024019,0.024102,0.033483804,0.008184
182,0.00425284,0.005,0.025055,0.027162,0.034692832,0.008985
183,0.00252615,0.448,0.02128,0.016012,0.007163433,0.002136
184,0.00216116,5.738,0.013947,0.019716,0.023450123,0.006494
185,0.00288984,9.702,0.02259,0.024259,0.029256869,0.006871
186,0.00267481,5.681,0.018665,0.021071,0.03115232,0.008265
187,0.00269623,0.04,0.020398,0.02119,0.006519362,0.002699
188,0.00409237,2.179,0.030856,0.035651,0.044483319,0.006146
189,0.00257589,3.988,0.023455,0.033669,0.011446898,0.006645
190,0.00334772,14.667,0.023922,0.030442,0.033662187,0.009052
191,0.0027182,17.574,0.023057,0.043416,0.03808008,0.007895
192,0.00333352,0.035,0.02663,0.036702,0.03262368,0.008406
193,0.00321212,1.82,0.024248,0.022429,0.032436557,0.00461
194,0.00308616,0.006,0.024458,0.02509,0.038080498,0.002396
195,0.00256434,1.471,0.019231,0.018,0.027735528,0.002336
196,0.00287694,0.048,0.02328,0.030616,0.030637311,0.007346
197,0.00208753,3.936,0.018888,0.020661,0.00732163,0.004015
198,0.00255361,0.006,0.024291,0.018471,0.014692921,0.003529
199,0.00365659,1.858,0.026124,0.019401,0.04041256,0.008204
200,0.00277924,12.812,0.027193,0.032783,0.038264657,0.010473
201,0.00381893,4.674,0.028357,0.029336,0.04140902,0.011345
202,0.00378923,3.809,0.023481,0.047148,0.035625128,0.008512
203,0.0026117,1.242,0.022144,0.028301,0.007284441,0.002747
204,0.00298752,0.706,0.021698,0.017983,0.006620247,0.00282
205,0.00345748,0.36,0.024428,0.0304,0.030898526,0.007382
206,0.00414185,18.67,0.026347,0.025821,0.044023815,0.013682
207,0.00314259,0.04,0.023873,0.024295,0.036764656,0.009675
208,0.00231847,14.29,0.023675,0.016837,0.029761699,0.006976
209,0.00353689,1.195,0.027955,0.026361,0.038986574,0.008348
210,0.00257778,5.668,0.02339,0.021717,0.03248532,0.008072
